/* DATA DESCRIPTION:
Citation:	Bailly du Bois, Pascal; Dumas, F; Solier, L; Voiseux, C (2011): DISPRO drifter 72878 trackline. PANGAEA, https://doi.org/10.1594/PANGAEA.762193, 
	In supplement to: Bailly du Bois, P et al. (2012): In-situ database toolbox for short-term dispersion model validation in macro-tidal seas, application for 2D-model. Continental Shelf Research, 36, 63-82, https://doi.org/10.1016/j.csr.2012.01.011
Coverage:	MEDIAN LATITUDE: 49.776073 * MEDIAN LONGITUDE: -1.812723 * SOUTH-BOUND LATITUDE: 49.647500 * WEST-BOUND LONGITUDE: -2.116000 * NORTH-BOUND LATITUDE: 49.852700 * EAST-BOUND LONGITUDE: -1.422200
	DATE/TIME START: 2007-03-15T11:30:00 * DATE/TIME END: 2007-03-28T13:00:00
Event(s):	Drifter_72878 * LATITUDE START: 49.715100 * LONGITUDE START: -2.057400 * LATITUDE END: 49.766400 * LONGITUDE END: -1.880600 * DATE/TIME START: 2007-03-15T11:30:16 * DATE/TIME END: 2007-03-28T13:00:11 * LOCATION: La Hague Cape, English Channel * CAMPAIGN: DISPRO * BASIS: Côtes de la Manche * METHOD/DEVICE: Drifter (DRIFT)
Comment:	Two Argos drifters were released on 15 March 2007. These devices are described by Niiler et al. (1995) and validated as being reliable for tracking water-mass movements: they consist of a surface buoy with a GPS receiver and a transmission link towards the ARGOS system. A cable and a 5m holey sock are immersed at a depth 15 m. Their drift is representative of the surface currents in this layer. Theses two drifters were released at the same time at a distance of 100 m apart in the Blanchard race, and then tracked every 30 minutes over 13 days. They were separated by a distance of 54 km from each other at the time of their retrieval. The trajectories shown illustrate the variability of currents in the Cap de la Hague area.
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE
	LONGITUDE (Longitude) * GEOCODE
	LATITUDE (Latitude) * GEOCODE
	Number (No) * PI: Bailly du Bois, Pascal (https://orcid.org/0000-0001-8436-0772, pascal.bailly-du-bois@irsn.fr) * COMMENT: of drifter
License:	Creative Commons Attribution-NonCommercial 3.0 Unported (CC-BY-NC-3.0)
Size:	626 data points
*/
Date/Time	Longitude	Latitude	No
2007-03-15T11:30	-2.0574	49.7151	72878
2007-03-15T12:00	-2.0726	49.6914	72878
2007-03-15T12:30	-2.0801	49.6740	72878
2007-03-15T13:00	-2.0828	49.6629	72878
2007-03-15T13:30	-2.0811	49.6571	72878
2007-03-15T14:00	-2.0787	49.6578	72878
2007-03-15T14:30	-2.0738	49.6652	72878
2007-03-15T15:00	-2.0671	49.6792	72878
2007-03-15T15:30	-2.0561	49.7028	72878
2007-03-15T16:00	-2.0373	49.7318	72878
2007-03-15T16:30	-2.0162	49.7539	72878
2007-03-15T17:00	-1.9849	49.7746	72878
2007-03-15T17:30	-1.9438	49.7883	72878
2007-03-15T18:00	-1.9047	49.7952	72878
2007-03-15T18:30	-1.8713	49.7971	72878
2007-03-15T19:00	-1.8465	49.7963	72878
2007-03-15T19:30	-1.8282	49.7938	72878
2007-03-15T20:00	-1.8213	49.7906	72878
2007-03-15T20:30	-1.8258	49.7885	72878
2007-03-15T21:00	-1.8394	49.7868	72878
2007-03-15T21:30	-1.8640	49.7853	72878
2007-03-15T22:00	-1.8972	49.7840	72878
2007-03-15T22:30	-1.9374	49.7811	72878
2007-03-15T23:00	-1.9817	49.7747	72878
2007-03-15T23:30	-2.0230	49.7616	72878
2007-03-16T00:00	-2.0551	49.7433	72878
2007-03-16T00:30	-2.0777	49.7229	72878
2007-03-16T01:00	-2.0924	49.7032	72878
2007-03-16T01:30	-2.0975	49.6876	72878
2007-03-16T02:00	-2.0973	49.6791	72878
2007-03-16T02:30	-2.0933	49.6777	72878
2007-03-16T03:00	-2.0865	49.6853	72878
2007-03-16T03:30	-2.0748	49.7027	72878
2007-03-16T04:00	-2.0555	49.7303	72878
2007-03-16T04:30	-2.0261	49.7558	72878
2007-03-16T05:00	-1.9854	49.7776	72878
2007-03-16T05:30	-1.9349	49.7910	72878
2007-03-16T06:00	-1.8856	49.7972	72878
2007-03-16T06:30	-1.8447	49.7982	72878
2007-03-16T07:00	-1.8142	49.7955	72878
2007-03-16T07:30	-1.7940	49.7917	72878
2007-03-16T08:00	-1.7844	49.7880	72878
2007-03-16T08:30	-1.7834	49.7850	72878
2007-03-16T09:00	-1.7933	49.7830	72878
2007-03-16T09:30	-1.8157	49.7828	72878
2007-03-16T10:00	-1.8497	49.7836	72878
2007-03-16T10:30	-1.8967	49.7833	72878
2007-03-16T11:00	-1.9515	49.7799	72878
2007-03-16T11:30	-2.0054	49.7672	72878
2007-03-16T12:00	-2.0477	49.7498	72878
2007-03-16T12:30	-2.0811	49.7266	72878
2007-03-16T13:00	-2.1023	49.6977	72878
2007-03-16T13:30	-2.1125	49.6735	72878
2007-03-16T14:00	-2.1155	49.6568	72878
2007-03-16T14:30	-2.1160	49.6481	72878
2007-03-16T15:00	-2.1127	49.6475	72878
2007-03-16T15:30	-2.1059	49.6562	72878
2007-03-16T16:00	-2.0937	49.6735	72878
2007-03-16T16:30	-2.0764	49.7029	72878
2007-03-16T17:00	-2.0478	49.7408	72878
2007-03-16T17:30	-2.0103	49.7710	72878
2007-03-16T18:00	-1.9608	49.7947	72878
2007-03-16T18:30	-1.9110	49.8085	72878
2007-03-16T19:00	-1.8665	49.8148	72878
2007-03-16T19:30	-1.8303	49.8165	72878
2007-03-16T20:00	-1.8045	49.8166	72878
2007-03-16T20:30	-1.7874	49.8158	72878
2007-03-16T21:00	-1.7794	49.8139	72878
2007-03-16T21:30	-1.7823	49.8127	72878
2007-03-16T22:01	-1.7979	49.8126	72878
2007-03-16T22:30	-1.8229	49.8129	72878
2007-03-16T23:00	-1.8598	49.8135	72878
2007-03-16T23:30	-1.9050	49.8123	72878
2007-03-17T00:00	-1.9506	49.8083	72878
2007-03-17T00:30	-1.9992	49.8009	72878
2007-03-17T01:00	-2.0417	49.7911	72878
2007-03-17T01:30	-2.0720	49.7817	72878
2007-03-17T02:00	-2.0920	49.7731	72878
2007-03-17T02:30	-2.1000	49.7687	72878
2007-03-17T03:00	-2.0996	49.7685	72878
2007-03-17T03:30	-2.0909	49.7732	72878
2007-03-17T04:00	-2.0726	49.7824	72878
2007-03-17T04:30	-2.0440	49.7968	72878
2007-03-17T05:00	-2.0047	49.8136	72878
2007-03-17T05:30	-1.9547	49.8269	72878
2007-03-17T06:00	-1.8980	49.8350	72878
2007-03-17T06:30	-1.8436	49.8386	72878
2007-03-17T07:00	-1.7901	49.8385	72878
2007-03-17T07:30	-1.7449	49.8354	72878
2007-03-17T08:00	-1.7085	49.8318	72878
2007-03-17T08:30	-1.6827	49.8280	72878
2007-03-17T09:00	-1.6700	49.8239	72878
2007-03-17T09:30	-1.6691	49.8202	72878
2007-03-17T10:00	-1.6808	49.8167	72878
2007-03-17T10:30	-1.7048	49.8145	72878
2007-03-17T11:00	-1.7415	49.8134	72878
2007-03-17T11:30	-1.7878	49.8132	72878
2007-03-17T12:00	-1.8378	49.8139	72878
2007-03-17T12:30	-1.8948	49.8128	72878
2007-03-17T13:00	-1.9547	49.8084	72878
2007-03-17T13:30	-2.0070	49.8004	72878
2007-03-17T14:00	-2.0471	49.7913	72878
2007-03-17T14:30	-2.0726	49.7850	72878
2007-03-17T15:00	-2.0880	49.7818	72878
2007-03-17T15:30	-2.0923	49.7822	72878
2007-03-17T16:00	-2.0863	49.7879	72878
2007-03-17T16:30	-2.0690	49.7984	72878
2007-03-17T17:01	-2.0382	49.8144	72878
2007-03-17T17:30	-1.9974	49.8308	72878
2007-03-17T18:00	-1.9462	49.8427	72878
2007-03-17T18:30	-1.8883	49.8488	72878
2007-03-17T19:00	-1.8260	49.8522	72878
2007-03-17T19:30	-1.7709	49.8527	72878
2007-03-17T20:00	-1.7206	49.8511	72878
2007-03-17T20:30	-1.6806	49.8480	72878
2007-03-17T21:00	-1.6501	49.8452	72878
2007-03-17T21:30	-1.6299	49.8421	72878
2007-03-17T22:00	-1.6225	49.8398	72878
2007-03-17T22:30	-1.6284	49.8383	72878
2007-03-17T23:02	-1.6479	49.8366	72878
2007-03-17T23:30	-1.6761	49.8354	72878
2007-03-18T00:00	-1.7167	49.8342	72878
2007-03-18T00:31	-1.7649	49.8336	72878
2007-03-18T01:00	-1.8122	49.8325	72878
2007-03-18T01:30	-1.8614	49.8314	72878
2007-03-18T02:00	-1.9068	49.8298	72878
2007-03-18T02:31	-1.9463	49.8256	72878
2007-03-18T03:00	-1.9724	49.8244	72878
2007-03-18T03:30	-1.9851	49.8249	72878
2007-03-18T04:00	-1.9825	49.8280	72878
2007-03-18T04:31	-1.9632	49.8343	72878
2007-03-18T05:00	-1.9301	49.8411	72878
2007-03-18T05:30	-1.8806	49.8467	72878
2007-03-18T06:00	-1.8207	49.8502	72878
2007-03-18T06:30	-1.7586	49.8512	72878
2007-03-18T07:00	-1.6977	49.8509	72878
2007-03-18T07:02	-1.7009	49.8509	72878
2007-03-18T07:30	-1.6380	49.8496	72878
2007-03-18T08:01	-1.5835	49.8483	72878
2007-03-18T08:30	-1.5408	49.8471	72878
2007-03-18T09:00	-1.5036	49.8456	72878
2007-03-18T09:30	-1.4751	49.8434	72878
2007-03-18T10:00	-1.4594	49.8414	72878
2007-03-18T10:30	-1.4596	49.8409	72878
2007-03-18T11:00	-1.4734	49.8395	72878
2007-03-18T11:31	-1.5027	49.8388	72878
2007-03-18T12:31	-1.5939	49.8358	72878
2007-03-18T13:00	-1.6427	49.8340	72878
2007-03-18T13:30	-1.6961	49.8322	72878
2007-03-18T14:00	-1.7474	49.8303	72878
2007-03-18T14:30	-1.7940	49.8290	72878
2007-03-18T15:00	-1.8329	49.8290	72878
2007-03-18T15:30	-1.8616	49.8289	72878
2007-03-18T16:00	-1.8748	49.8295	72878
2007-03-18T16:30	-1.8734	49.8313	72878
2007-03-18T17:00	-1.8553	49.8333	72878
2007-03-18T17:30	-1.8222	49.8350	72878
2007-03-18T18:00	-1.7759	49.8354	72878
2007-03-18T18:31	-1.7203	49.8351	72878
2007-03-18T19:00	-1.6667	49.8331	72878
2007-03-18T19:30	-1.6142	49.8309	72878
2007-03-18T20:00	-1.5669	49.8301	72878
2007-03-18T20:30	-1.5220	49.8289	72878
2007-03-18T21:00	-1.4823	49.8280	72878
2007-03-18T21:30	-1.4508	49.8278	72878
2007-03-18T22:00	-1.4301	49.8275	72878
2007-03-18T22:30	-1.4222	49.8276	72878
2007-03-18T23:01	-1.4297	49.8273	72878
2007-03-18T23:30	-1.4521	49.8283	72878
2007-03-19T00:00	-1.4888	49.8283	72878
2007-03-19T00:30	-1.5383	49.8271	72878
2007-03-19T01:00	-1.5939	49.8236	72878
2007-03-19T01:31	-1.6479	49.8210	72878
2007-03-19T02:00	-1.7003	49.8186	72878
2007-03-19T02:30	-1.7537	49.8175	72878
2007-03-19T03:00	-1.8010	49.8168	72878
2007-03-19T03:30	-1.8396	49.8160	72878
2007-03-19T04:01	-1.8650	49.8162	72878
2007-03-19T04:30	-1.8739	49.8172	72878
2007-03-19T05:00	-1.8660	49.8191	72878
2007-03-19T05:30	-1.8403	49.8213	72878
2007-03-19T06:00	-1.7996	49.8215	72878
2007-03-19T06:31	-1.7466	49.8206	72878
2007-03-19T07:00	-1.6932	49.8185	72878
2007-03-19T07:30	-1.6387	49.8149	72878
2007-03-19T08:30	-1.5385	49.8122	72878
2007-03-19T09:00	-1.4991	49.8126	72878
2007-03-19T09:31	-1.4647	49.8127	72878
2007-03-19T10:00	-1.4403	49.8133	72878
2007-03-19T10:30	-1.4262	49.8140	72878
2007-03-19T11:00	-1.4258	49.8142	72878
2007-03-19T11:30	-1.4412	49.8147	72878
2007-03-19T12:00	-1.4735	49.8144	72878
2007-03-19T12:30	-1.5171	49.8124	72878
2007-03-19T13:00	-1.5703	49.8084	72878
2007-03-19T13:30	-1.6279	49.8031	72878
2007-03-19T14:00	-1.6863	49.7994	72878
2007-03-19T14:30	-1.7415	49.7982	72878
2007-03-19T15:00	-1.7969	49.7994	72878
2007-03-19T15:30	-1.8411	49.8013	72878
2007-03-19T16:00	-1.8774	49.8014	72878
2007-03-19T16:30	-1.8991	49.8016	72878
2007-03-19T17:01	-1.9023	49.8033	72878
2007-03-19T17:30	-1.8879	49.8067	72878
2007-03-19T18:00	-1.8551	49.8099	72878
2007-03-19T18:30	-1.8068	49.8100	72878
2007-03-19T19:01	-1.7519	49.8065	72878
2007-03-19T19:31	-1.6962	49.8018	72878
2007-03-19T20:00	-1.6435	49.7976	72878
2007-03-19T20:30	-1.5970	49.7946	72878
2007-03-19T21:00	-1.5549	49.7939	72878
2007-03-19T21:30	-1.5156	49.7944	72878
2007-03-19T22:03	-1.4795	49.7964	72878
2007-03-19T22:30	-1.4574	49.7982	72878
2007-03-19T23:00	-1.4431	49.7993	72878
2007-03-19T23:30	-1.4428	49.8001	72878
2007-03-20T00:00	-1.4600	49.8005	72878
2007-03-20T00:30	-1.4927	49.7988	72878
2007-03-20T01:01	-1.5430	49.7946	72878
2007-03-20T01:30	-1.6003	49.7895	72878
2007-03-20T02:00	-1.6633	49.7854	72878
2007-03-20T02:30	-1.7273	49.7847	72878
