/* DATA DESCRIPTION:
Citation:	Bailly du Bois, Pascal; Dumas, F; Solier, L; Voiseux, C (2011): Full tide and low tides recorded at gauge station Herqueville. PANGAEA, https://doi.org/10.1594/PANGAEA.762256, 
	In supplement to: Bailly du Bois, P et al. (2012): In-situ database toolbox for short-term dispersion model validation in macro-tidal seas, application for 2D-model. Continental Shelf Research, 36, 63-82, https://doi.org/10.1016/j.csr.2012.01.011
Coverage:	LATITUDE: 49.663520 * LONGITUDE: -1.894790
	DATE/TIME START: 2005-01-07T03:03:30 * DATE/TIME END: 2006-01-30T07:25:00
Event(s):	FTLT_Herqueville * LATITUDE: 49.663520 * LONGITUDE: -1.894790 * DATE/TIME START: 2005-01-07T22:11:30 * DATE/TIME END: 2006-01-30T07:25:00 * LOCATION: Herqueville * CAMPAIGN: DISPRO * BASIS: Côtes de la Manche * METHOD/DEVICE: Tide gauge station (TGS) * COMMENT: StMartin-Herqueville
Comment:	Tide gauges were deployed at three stations around the Cap de la Hague. They operated at a depth range of 0?10 m, accurate to 3 cm and with a resolution of 0.3 cm every 15 s. They were deployed from the coast, at depths close to the lowest low water level. A total of 685 tidal cycles were measured; the dates and levels of high and low waters were extracted.
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE
	Tide level [m] (Tide l) * PI: Bailly du Bois, Pascal (https://orcid.org/0000-0001-8436-0772, pascal.bailly-du-bois@irsn.fr) * COMMENT: high tide/low tide level successively
License:	Creative Commons Attribution-NonCommercial 3.0 Unported (CC-BY-NC-3.0)
Size:	1260 data points
*/
Date/Time	Tide l [m]
2005-01-07T09:42:00	-2.802
2005-01-07T03:03:30	2.429
2005-01-07T12:07:30	-1.458
2005-01-07T15:57:00	3.165
2005-01-07T22:11:30	-2.882
2005-01-08T04:16:00	3.741
2005-01-08T11:20:30	-2.994
2005-01-08T16:41:30	3.693
2005-01-08T23:49:30	-3.330
2005-01-09T05:23:30	4.125
2005-01-09T11:55:00	-3.746
2005-01-09T17:46:30	3.885
2005-01-10T00:35:30	-3.746
2005-01-10T06:06:00	4.284
2005-01-10T12:55:30	-4.098
2005-01-10T19:02:00	4.252
2005-01-11T01:23:00	-4.066
2005-01-11T07:02:30	4.844
2005-01-11T14:01:30	-3.882
2005-01-11T19:55:30	5.044
2005-01-12T02:17:30	-3.954
2005-01-12T08:03:30	5.396
2005-01-12T14:52:00	-4.440
2005-01-12T21:00:30	4.932
2005-01-13T03:12:30	-3.907
2005-01-13T08:41:30	5.204
2005-01-13T15:43:00	-4.262
2005-01-13T21:19:00	4.548
2005-01-14T03:40:00	-3.810
2005-01-14T09:40:00	4.724
2005-01-14T16:24:30	-3.995
2005-01-14T21:57:00	4.132
2005-01-15T04:26:00	-3.658
2005-01-15T10:23:30	4.372
2005-01-15T17:03:30	-3.738
2005-01-15T22:34:30	3.909
2005-01-16T05:13:30	-3.242
2005-01-16T11:16:00	3.829
2005-01-16T17:23:30	-3.178
2005-01-16T23:17:00	3.109
2005-01-17T05:57:30	-2.602
2005-01-17T11:55:30	3.301
2005-01-17T18:41:30	-2.634
2005-01-18T00:02:30	3.253
2005-01-18T06:53:00	-2.346
2005-01-18T13:23:30	2.853
2005-01-18T19:40:30	-2.026
2005-01-19T01:41:00	2.533
2005-01-19T07:34:00	-1.786
2005-01-19T14:01:30	2.309
2005-01-19T20:11:30	-1.738
2005-01-20T03:35:30	2.485
2005-01-20T08:54:30	-1.642
2005-01-20T16:07:00	2.837
2005-01-20T21:49:30	-1.674
2005-01-21T04:11:00	2.789
2005-01-21T10:37:30	-1.802
2005-01-21T16:51:00	2.261
2005-01-21T22:35:00	-1.802
2005-01-22T04:38:30	2.917
2005-01-22T11:32:00	-2.282
2005-01-22T17:43:00	2.581
2005-01-23T00:08:30	-2.218
2005-01-23T05:38:30	2.629
2005-01-23T11:57:30	-2.858
2005-01-23T17:53:30	2.773
2005-01-24T00:34:30	-2.666
2005-01-24T06:00:30	3.253
2005-01-24T12:52:00	-3.210
2005-01-24T18:49:00	3.045
2005-01-25T01:16:30	-3.162
2005-01-25T06:53:00	3.493
2005-01-25T13:37:00	-3.434
2005-01-25T19:21:00	3.285
2005-01-26T01:56:00	-3.434
2005-01-26T07:22:00	3.509
2005-01-26T13:53:30	-3.690
2005-01-26T19:50:00	3.413
2005-01-27T02:09:30	-3.562
2005-01-27T08:07:00	3.749
2005-01-27T14:24:00	-3.754
2005-01-27T20:25:30	3.541
2005-01-28T02:50:00	-3.498
2005-01-28T08:33:30	3.797
2005-01-28T15:34:30	-3.726
2005-01-28T20:50:00	3.425
2005-01-29T03:19:00	-3.694
2005-01-29T08:58:30	3.633
2005-01-29T15:31:30	-3.726
2005-01-29T21:08:30	3.393
2005-01-30T04:01:30	-3.470
2005-01-30T09:34:30	3.633
2005-01-30T16:04:30	-3.534
2005-01-30T21:50:00	3.233
2005-01-31T04:30:30	-3.310
2005-01-31T10:04:30	3.313
2005-01-31T16:42:00	-3.246
2005-01-31T22:29:30	3.057
2005-02-01T04:50:00	-2.894
2005-02-01T10:47:30	2.977
2005-02-01T17:12:00	-2.926
2005-02-01T23:10:30	2.545
2005-02-02T05:33:30	-2.542
2005-02-02T11:28:30	2.481
2005-02-02T18:13:00	-2.478
2005-02-03T00:19:30	2.129
2005-02-03T06:50:00	-2.174
2005-02-03T12:27:00	1.985
2005-02-03T19:11:00	-2.030
2005-02-04T01:18:00	1.889
2005-02-04T07:54:00	-1.806
2005-02-04T14:14:00	1.809
2005-02-04T20:44:30	-1.838
2005-02-05T02:36:00	1.969
2005-02-05T09:27:30	-2.094
2005-02-05T15:18:00	2.289
2005-02-05T22:28:00	-2.254
2005-02-06T04:05:00	2.705
2005-02-06T10:46:30	-2.766
2005-02-06T16:40:00	2.753
2005-02-06T23:26:30	-2.926
2005-02-07T04:56:30	3.377
2005-02-07T11:57:30	-3.470
2005-02-07T17:36:30	3.537
2005-02-08T00:29:30	-3.534
2005-02-08T06:12:30	4.048
2005-02-08T13:05:30	-4.083
2005-02-08T18:50:30	4.208
2005-02-09T01:19:30	-3.898
2005-02-09T07:18:00	4.800
2005-02-09T14:00:30	-4.372
2005-02-09T19:17:30	4.768
2005-02-10T02:15:30	-4.161
2005-02-10T08:03:30	5.408
2005-02-10T14:41:00	-4.520
2005-02-10T20:06:00	5.296
2005-02-11T02:57:30	-4.255
2005-02-11T08:39:00	5.520
2005-02-11T15:21:00	-4.636
2005-02-11T20:43:30	5.008
2005-02-12T03:37:00	-4.194
2005-02-12T09:22:00	5.536
2005-02-12T16:05:30	-4.424
2005-02-12T21:40:30	4.928
2005-02-13T04:18:30	-4.023
2005-02-13T10:00:00	5.088
2005-02-13T16:43:00	-4.023
2005-02-13T22:10:30	3.665
2005-02-14T04:44:00	-3.813
2005-02-14T10:18:30	3.729
2005-02-14T16:46:30	-3.534
2005-02-14T22:57:30	3.401
2005-02-15T05:10:30	-3.046
2005-02-15T11:11:30	3.017
2005-02-15T17:42:00	-2.742
2005-02-15T23:07:30	2.457
2005-02-16T06:01:30	-2.246
2005-02-16T11:40:00	2.105
2005-02-16T18:09:00	-1.990
2005-02-17T00:12:00	1.849
2005-02-17T06:29:00	-1.510
2005-02-17T12:23:30	1.385
2005-02-17T19:15:00	-1.254
2005-02-18T01:06:00	1.273
2005-02-18T08:31:30	-1.158
2005-02-18T14:01:00	1.081
2005-02-18T20:41:00	-1.110
2005-02-19T03:11:30	1.561
2005-02-19T09:56:00	-1.590
2005-02-19T16:15:00	1.433
2005-02-19T22:57:30	-1.750
2005-02-20T04:51:00	1.945
2005-02-20T11:20:30	-2.246
2005-02-20T16:39:00	1.961
2005-02-20T23:28:30	-2.246
2005-02-21T04:59:30	2.489
2005-02-21T12:02:00	-2.662
2005-02-21T18:04:00	2.521
2005-02-22T00:09:00	-2.758
2005-02-22T05:46:00	2.905
2005-02-22T12:38:00	-3.206
2005-02-22T18:26:00	2.969
2005-02-23T00:44:30	-3.238
2005-02-23T06:29:00	3.385
2005-02-23T13:15:30	-3.526
2005-02-23T18:55:30	3.449
2005-02-24T01:22:30	-3.558
2005-02-24T07:10:00	3.801
2005-02-24T13:42:30	-3.827
2005-02-24T19:24:00	3.801
2005-02-25T02:01:30	-3.873
2005-02-25T07:25:30	3.769
2005-02-25T14:11:00	-4.083
2005-02-25T20:00:00	3.956
2005-02-26T02:22:00	-3.798
2005-02-26T08:09:30	4.308
2005-02-26T14:52:30	-3.868
2005-02-26T20:33:00	4.164
2005-02-27T03:02:30	-3.811
2005-02-27T08:33:30	4.180
2005-02-27T15:14:30	-4.009
2005-02-27T21:01:30	4.052
2005-02-28T03:27:00	-3.791
2005-02-28T09:07:30	4.212
2005-02-28T15:54:30	-3.710
2005-02-28T21:14:00	3.940
2005-03-01T04:04:30	-3.530
2005-03-01T09:47:30	4.324
2005-03-01T16:27:00	-3.306
2005-03-01T21:51:00	3.749
2005-03-02T04:34:00	-3.322
2005-03-02T10:18:30	3.413
2005-03-02T16:54:30	-3.034
2005-03-02T22:50:30	2.933
2005-03-03T05:20:00	-2.890
2005-03-03T11:16:30	2.501
2005-03-03T17:38:30	-2.538
2005-03-03T23:08:00	2.261
2005-03-04T06:13:30	-2.186
2005-03-04T11:56:00	2.229
2005-03-04T18:42:00	-1.674
2005-03-05T00:11:30	2.021
2005-03-05T07:23:00	-1.754
2005-03-05T13:29:00	1.605
2005-03-05T20:03:00	-1.482
2005-03-06T02:23:00	1.653
2005-03-06T09:07:00	-1.994
2005-03-06T15:26:30	1.893
2005-03-06T22:03:30	-1.866
2005-03-07T03:49:00	2.485
2005-03-07T10:23:30	-2.602
2005-03-07T16:54:00	2.805
2005-03-07T23:13:30	-2.698
2005-03-08T05:13:30	3.413
2005-03-08T12:01:00	-3.466
2005-03-08T17:43:30	3.765
2005-03-09T00:24:30	-3.466
2005-03-09T05:57:30	4.308
2005-03-09T12:54:30	-4.181
2005-03-09T18:22:30	4.340
2005-03-10T01:00:30	-4.083
2005-03-10T06:43:00	4.900
2005-03-10T13:38:00	-4.419
2005-03-10T19:08:00	4.804
2005-03-11T02:02:00	-4.352
2005-03-11T07:29:00	5.220
2005-03-11T14:20:30	-4.440
2005-03-11T19:41:00	5.268
2005-03-12T02:32:30	-4.308
2005-03-12T08:10:30	5.444
2005-03-12T14:57:00	-4.531
2005-03-12T20:28:30	4.884
2005-03-13T03:12:30	-4.357
2005-03-13T08:38:30	5.012
2005-03-13T15:27:30	-4.213
2005-03-13T20:56:30	4.660
2005-03-14T03:42:30	-4.007
2005-03-14T09:20:30	4.532
2005-03-14T16:05:00	-3.750
2005-03-14T21:32:00	4.276
2005-03-15T04:04:30	-3.471
2005-03-15T10:01:30	4.276
2005-03-15T16:08:30	-3.146
2005-03-15T21:50:30	3.733
2005-03-16T04:31:30	-2.762
2005-03-16T10:38:00	3.493
2005-03-16T16:35:30	-2.282
2005-03-16T22:22:00	3.125
2005-03-17T05:04:00	-2.090
2005-03-17T11:18:30	2.869
2005-03-17T17:27:30	-1.610
2005-03-17T23:29:30	2.421
2005-03-18T05:51:00	-1.450
2005-03-18T11:40:00	1.685
2005-03-18T18:12:00	-0.971
2005-03-18T23:40:00	1.557
2005-03-19T07:16:30	-0.939
2005-03-19T14:10:30	1.077
2005-03-19T19:42:30	-0.715
2005-03-20T02:51:00	1.269
2005-03-20T09:15:30	-1.067
2005-03-20T15:37:30	1.509
2005-03-20T21:48:00	-1.130
2005-03-21T03:39:00	1.909
2005-03-21T10:34:30	-1.706
2005-03-21T16:42:30	2.389
2005-03-21T23:08:00	-1.802
2005-03-22T04:35:30	2.869
2005-03-22T11:30:00	-2.378
2005-03-22T17:26:00	3.125
2005-03-22T23:47:30	-2.410
2005-03-23T05:53:00	3.445
2005-03-23T12:04:00	-2.858
2005-03-23T18:08:30	3.653
2005-03-24T00:26:30	-2.858
2005-03-24T06:17:00	3.941
2005-05-26T14:55:30	-4.225
2005-05-26T08:23:00	3.845
2005-05-26T17:37:00	-0.803
2005-05-26T20:35:00	3.877
2005-05-27T03:25:30	-4.369
2005-05-27T09:14:30	3.583
2005-05-27T15:51:30	-3.859
2005-05-27T21:27:00	3.604
2005-05-28T04:02:00	-3.880
2005-05-28T09:57:30	3.262
2005-05-28T16:27:30	-3.469
2005-05-28T22:25:30	3.248
2005-05-29T05:03:00	-3.669
2005-05-29T10:46:00	2.615
2005-05-29T17:41:30	-3.039
2005-05-29T23:29:00	2.620
2005-05-30T06:12:00	-3.227
2005-05-30T12:11:30	2.179
2005-05-30T18:34:00	-2.618
2005-05-31T00:02:00	2.340
2005-05-31T07:36:00	-3.039
2005-05-31T13:15:00	2.116
2005-05-31T19:51:00	-2.599
2005-06-01T02:00:30	2.278
2005-06-01T08:28:30	-3.071
2005-06-01T14:14:30	2.077
2005-06-01T21:04:30	-2.824
2005-06-02T03:00:00	2.417
2005-06-02T09:46:30	-3.225
2005-06-02T15:38:00	2.432
2005-06-02T22:12:30	-3.119
2005-06-03T03:45:30	2.669
2005-06-03T10:38:30	-3.428
2005-06-03T16:27:30	2.887
2005-06-03T22:57:30	-3.351
2005-06-04T04:51:00	3.103
2005-06-04T11:19:30	-3.529
2005-06-04T17:18:00	3.174
2005-06-04T23:53:00	-3.552
2005-06-05T05:28:00	3.198
2005-06-05T12:02:00	-3.605
2005-06-05T17:56:30	3.373
2005-06-06T00:42:00	-3.659
2005-06-06T06:11:00	3.249
2005-06-06T12:48:30	-3.657
2005-06-06T18:31:30	3.298
2005-06-07T01:23:00	-3.821
2005-06-07T07:09:00	3.125
2005-06-07T13:35:00	-3.731
2005-06-07T19:18:30	3.305
2005-06-08T01:55:00	-3.803
2005-06-08T07:36:00	3.077
2005-06-08T14:03:00	-3.597
2005-06-08T19:42:00	3.249
2005-06-09T02:32:30	-3.708
2005-06-09T08:12:30	2.917
2005-06-09T14:36:00	-3.436
2005-06-09T20:25:00	3.100
2005-06-10T03:09:00	-3.549
2005-06-10T08:45:30	2.688
2005-06-10T15:13:30	-3.232
2005-06-10T20:55:30	2.859
2005-06-11T03:35:00	-3.342
2005-06-11T09:08:30	2.393
2005-06-11T15:52:00	-2.942
2005-06-11T21:30:30	2.579
2005-06-12T04:04:30	-3.022
2005-06-12T09:55:30	2.131
2005-06-12T16:16:00	-2.618
2005-06-12T22:06:30	2.274
2005-06-13T04:55:30	-2.733
2005-06-13T10:34:00	1.861
2005-06-13T16:58:00	-2.282
2005-06-13T22:50:00	2.009
2005-06-14T05:21:00	-2.410
2005-06-14T11:31:00	1.690
2005-06-14T17:55:30	-1.996
2005-06-14T23:40:00	1.828
2005-06-15T06:29:00	-2.237
2005-06-15T12:06:30	1.669
2005-06-15T18:32:00	-1.909
2005-06-16T00:46:30	1.787
2005-06-16T07:53:30	-2.260
2005-06-16T13:28:00	1.800
2005-06-16T20:10:00	-2.150
2005-06-17T02:17:30	1.859
2005-06-17T08:56:00	-2.406
2005-06-17T14:14:30	2.002
2005-06-17T21:10:30	-2.438
2005-06-18T02:33:00	2.153
2005-06-18T09:19:30	-2.740
2005-06-18T15:31:30	2.321
2005-06-18T22:02:30	-2.819
2005-06-19T03:58:00	2.452
2005-06-19T10:41:30	-3.117
2005-06-19T16:35:30	2.813
2005-06-19T23:09:00	-3.288
2005-06-20T04:44:30	2.882
2005-06-20T11:23:30	-3.491
2005-06-20T17:12:30	3.219
2005-06-20T23:48:30	-3.786
2005-06-21T05:33:30	3.251
2005-06-21T12:27:30	-3.845
2005-06-21T18:07:00	3.626
2005-06-22T00:46:30	-4.161
2005-06-22T06:30:00	3.546
2005-06-22T13:13:30	-4.115
2005-06-22T19:03:30	3.869
2005-06-23T01:42:00	-4.455
2005-06-23T07:20:00	3.694
2005-06-23T14:03:00	-4.616
2005-06-23T19:44:30	3.812
2005-06-24T02:29:00	-4.625
2005-06-24T07:58:00	3.635
2005-06-24T15:00:00	-4.287
2005-06-24T20:34:30	3.886
2005-06-25T03:21:00	-4.584
2005-06-25T09:07:30	3.619
2005-06-25T15:47:00	-4.136
2005-06-25T21:12:00	3.741
2005-06-26T04:14:30	-4.465
2005-06-26T09:58:30	3.283
2005-06-26T16:33:30	-3.947
2005-06-26T22:14:30	3.568
2005-06-27T05:03:30	-4.134
2005-06-27T10:46:30	2.969
2005-06-27T17:26:30	-3.575
2005-06-27T23:13:30	3.160
2005-06-28T05:56:30	-3.802
2005-06-28T11:39:30	2.665
2005-06-28T18:29:00	-3.084
2005-06-29T00:06:30	2.785
2005-06-29T06:48:00	-3.256
2005-06-29T12:48:30	2.328
2005-06-29T19:18:30	-2.736
2005-06-30T00:58:30	2.404
2005-06-30T07:48:00	-2.891
2005-06-30T13:47:00	2.185
2005-06-30T20:22:30	-2.560
2005-07-01T02:16:00	2.359
2005-07-01T08:53:30	-2.725
2005-07-01T15:07:30	2.213
2005-07-01T21:37:00	-2.469
2005-07-02T02:53:00	2.380
2005-07-02T09:52:00	-2.626
2005-07-02T15:11:00	2.381
2005-07-02T22:38:30	-2.653
2005-07-03T04:08:30	2.309
2005-07-03T10:52:00	-2.807
2005-07-03T16:54:30	2.509
2005-07-03T23:09:30	-2.956
2005-07-04T05:06:30	2.542
2005-07-04T11:54:30	-3.033
