/* DATA DESCRIPTION:
Citation:	Bailly du Bois, Pascal; Dumas, F; Solier, L; Voiseux, C (2011): Full tide and low tides recorded at gauge station St. Martin. PANGAEA, https://doi.org/10.1594/PANGAEA.762257, 
	In supplement to: Bailly du Bois, P et al. (2012): In-situ database toolbox for short-term dispersion model validation in macro-tidal seas, application for 2D-model. Continental Shelf Research, 36, 63-82, https://doi.org/10.1016/j.csr.2012.01.011
Coverage:	LATITUDE: 49.707740 * LONGITUDE: -1.882450
	DATE/TIME START: 2005-01-07T04:06:00 * DATE/TIME END: 2006-05-11T06:04:00
Event(s):	FTLT_StMartin * LATITUDE: 49.707740 * LONGITUDE: -1.882450 * DATE/TIME START: 2005-01-07T23:28:00 * DATE/TIME END: 2006-05-11T06:04:00 * LOCATION: St. Martin * CAMPAIGN: DISPRO * BASIS: Côtes de la Manche * METHOD/DEVICE: Tide gauge station (TGS) * COMMENT: StMartin-Goury
Comment:	Tide gauges were deployed at three stations around the Cap de la Hague. They operated at a depth range of 0?10 m, accurate to 3 cm and with a resolution of 0.3 cm every 15 s. They were deployed from the coast, at depths close to the lowest low water level. A total of 685 tidal cycles were measured; the dates and levels of high and low waters were extracted.
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE
	Tide level [m] (Tide l) * PI: Bailly du Bois, Pascal (https://orcid.org/0000-0001-8436-0772, pascal.bailly-du-bois@irsn.fr) * COMMENT: high tide/low tide level successively
License:	Creative Commons Attribution-NonCommercial 3.0 Unported (CC-BY-NC-3.0)
Size:	1326 data points
*/
Date/Time	Tide l [m]
2005-01-07T10:38:00	-0.94
2005-01-07T04:06:00	2.18
2005-01-07T10:49:00	-0.91
2005-01-07T16:29:00	2.34
2005-01-07T23:28:00	-1.12
2005-01-08T05:09:30	2.91
2005-01-08T12:03:00	-1.50
2005-01-08T17:22:30	2.56
2005-01-09T00:19:00	-1.44
2005-01-09T05:54:00	2.96
2005-01-09T12:58:00	-1.89
2005-01-09T18:57:00	2.86
2005-01-10T01:17:00	-1.80
2005-01-10T07:18:00	3.14
2005-01-10T13:41:30	-2.30
2005-01-10T19:53:00	3.03
2005-01-11T02:08:00	-1.97
2005-01-11T07:42:30	3.38
2005-01-11T14:32:00	-2.91
2005-01-11T20:27:00	3.06
2005-01-12T03:04:00	-2.27
2005-01-12T08:53:00	3.36
2005-01-12T15:35:30	-2.77
2005-01-12T21:27:00	3.16
2005-01-13T03:48:00	-2.16
2005-01-13T09:25:30	3.39
2005-01-13T16:11:00	-2.62
2005-01-13T22:21:00	2.98
2005-01-14T04:44:30	-2.01
2005-01-14T10:26:00	3.24
2005-01-14T17:00:30	-2.45
2005-01-14T22:35:00	2.77
2005-01-15T05:21:30	-1.93
2005-01-15T11:03:30	2.98
2005-01-15T17:52:00	-2.10
2005-01-15T23:52:30	2.51
2005-01-16T06:03:30	-1.60
2005-01-16T11:40:00	2.70
2005-01-16T18:42:30	-1.64
2005-01-17T00:17:30	2.26
2005-01-17T06:55:30	-1.06
2005-01-17T12:22:00	2.32
2005-01-17T19:15:00	-1.14
2005-01-18T00:50:00	2.17
2005-01-18T07:27:30	-0.79
2005-01-18T13:39:30	2.10
2005-01-18T20:16:00	-0.87
2005-01-19T02:13:30	1.76
2005-01-19T08:50:00	-0.51
2005-01-19T14:19:30	1.69
2005-01-19T21:02:00	-0.64
2005-01-20T03:07:00	1.78
2005-01-20T09:43:00	-0.42
2005-01-20T15:44:30	2.09
2005-01-20T22:20:30	-0.44
2005-01-21T05:00:00	1.94
2005-01-21T11:19:30	-0.66
2005-01-21T17:16:30	1.79
2005-01-21T23:50:30	-0.61
2005-01-22T04:48:00	2.22
2005-01-22T11:58:00	-1.12
2005-01-22T18:21:00	1.97
2005-01-23T00:24:00	-1.06
2005-01-23T06:00:30	2.16
2005-01-23T12:43:00	-2.20
2005-01-23T19:11:30	1.96
2005-01-24T01:19:30	-1.82
2005-01-24T06:55:30	2.46
2005-01-24T13:33:30	-2.08
2005-01-24T19:16:00	2.12
2005-01-25T01:52:30	-2.06
2005-01-25T07:28:30	2.54
2005-01-25T14:54:00	-2.39
2005-01-25T19:57:30	2.28
2005-01-26T02:38:00	-2.72
2005-01-26T07:54:00	2.49
2005-01-26T14:41:30	-2.90
2005-01-26T20:48:00	2.19
2005-01-27T03:15:30	-2.34
2005-01-27T08:41:30	2.52
2005-01-27T15:35:00	-2.80
2005-01-27T20:58:00	2.27
2005-01-28T03:42:30	-2.37
2005-01-28T08:51:30	2.53
2005-01-28T16:05:30	-2.62
2005-01-28T21:18:00	2.31
2005-01-29T03:46:30	-2.64
2005-01-29T10:02:00	2.43
2005-01-29T16:07:30	-3.17
2005-01-29T22:04:00	2.26
2005-01-30T04:38:00	-1.98
2005-01-30T10:01:00	2.40
2005-01-30T16:56:30	-2.10
2005-01-30T22:44:00	2.14
2005-01-31T05:13:30	-1.85
2005-01-31T10:51:30	2.24
2005-01-31T17:30:30	-1.88
2005-01-31T23:21:00	2.08
2005-02-01T05:59:30	-1.58
2005-02-01T11:33:00	2.15
2005-02-01T18:15:00	-1.69
2005-02-02T00:01:30	1.78
2005-02-02T06:38:00	-1.33
2005-02-02T12:14:00	1.77
2005-02-02T18:58:00	-1.34
2005-02-03T00:59:00	1.64
2005-02-03T07:23:00	-1.12
2005-02-03T13:21:00	1.51
2005-02-03T19:53:30	-1.00
2005-02-04T02:12:00	1.50
2005-02-04T08:50:30	-0.85
2005-02-04T14:21:30	1.41
2005-02-04T21:29:00	-0.87
2005-02-05T03:47:30	1.50
2005-02-05T10:18:30	-1.05
2005-02-05T16:14:30	1.52
2005-02-05T23:00:30	-1.16
2005-02-06T04:43:30	1.90
2005-02-06T11:50:00	-1.58
2005-02-06T17:25:30	1.88
2005-02-07T00:07:30	-1.68
2005-02-07T05:51:30	2.27
2005-02-07T12:34:00	-2.11
2005-02-07T18:44:30	2.32
2005-02-08T01:11:30	-2.08
2005-02-08T06:52:00	2.64
2005-02-08T13:39:00	-2.61
2005-02-08T19:36:00	2.63
2005-02-09T02:01:30	-2.49
2005-02-09T07:31:00	2.99
2005-02-09T14:37:00	-3.03
2005-02-09T20:32:30	2.85
2005-02-10T02:49:30	-2.74
2005-02-10T08:24:30	3.21
2005-02-10T15:21:00	-3.22
2005-02-10T20:54:00	3.06
2005-02-11T03:35:00	-2.90
2005-02-11T09:04:30	3.25
2005-02-11T16:02:30	-3.17
2005-02-11T21:40:30	2.87
2005-02-12T04:21:30	-2.84
2005-02-12T09:45:00	3.19
2005-02-12T16:25:00	-3.04
2005-02-12T22:45:00	2.85
2005-02-13T04:50:30	-2.63
2005-02-13T10:44:30	3.01
2005-02-13T17:31:00	-2.98
2005-02-13T23:20:00	2.20
2005-02-14T05:28:00	-2.80
2005-02-14T11:06:30	2.15
2005-02-14T17:57:30	-2.61
2005-02-14T23:37:00	1.91
2005-02-15T06:16:30	-2.68
2005-02-15T11:34:30	1.61
2005-02-15T18:06:30	-2.09
2005-02-15T23:51:00	1.38
2005-02-16T06:02:00	-1.92
2005-02-16T12:31:30	1.14
2005-02-16T18:34:30	-1.53
2005-02-17T01:09:30	1.00
2005-02-17T07:31:30	-1.12
2005-02-17T12:55:30	0.66
2005-02-17T19:49:00	-0.90
2005-02-18T01:31:00	0.69
2005-02-18T08:57:00	-0.94
2005-02-18T15:02:00	0.51
2005-02-18T21:38:00	-0.82
2005-02-19T03:08:00	0.94
2005-02-19T11:28:00	-1.27
2005-02-19T17:06:00	0.75
2005-02-19T23:51:00	-1.37
2005-02-20T04:56:00	1.18
2005-02-20T11:44:00	-1.75
2005-02-20T17:39:00	1.15
2005-02-21T00:33:00	-1.73
2005-02-21T05:13:30	1.49
2005-02-21T12:36:00	-2.18
2005-02-21T18:36:00	1.40
2005-02-22T01:05:30	-2.21
2005-02-22T06:49:30	1.65
2005-02-22T14:02:00	-3.07
2005-02-22T19:09:30	1.22
2005-02-23T01:31:30	-2.93
2005-02-23T07:01:00	1.87
2005-02-23T13:39:00	-3.16
2005-02-23T19:41:30	1.78
2005-02-24T02:12:00	-2.95
2005-02-24T07:41:00	2.08
2005-02-24T14:26:30	-3.26
2005-02-24T20:10:00	2.15
2005-02-25T03:20:00	-3.45
2005-02-25T08:34:30	1.82
2005-02-25T14:33:30	-3.50
2005-02-25T20:44:00	2.11
2005-02-26T03:26:00	-3.29
2005-02-26T09:14:30	2.27
2005-02-26T15:20:00	-3.15
2005-02-26T21:21:30	2.22
2005-02-27T03:14:00	-3.27
2005-02-27T09:35:30	2.10
2005-02-27T15:46:00	-3.45
2005-02-27T21:30:30	2.19
2005-02-28T04:18:00	-3.34
2005-02-28T10:04:30	2.19
2005-02-28T16:55:00	-3.34
2005-02-28T22:13:00	1.93
2005-03-01T04:48:30	-2.73
2005-03-01T10:27:30	2.03
2005-03-01T16:56:30	-2.66
2005-03-01T22:23:00	1.72
2005-03-02T05:15:30	-2.54
2005-03-02T10:36:00	1.68
2005-03-02T16:57:00	-2.36
2005-03-02T23:37:30	1.74
2005-03-03T06:45:30	-2.80
2005-03-03T11:25:00	1.40
2005-03-03T18:36:00	-2.67
2005-03-03T23:50:00	1.18
2005-03-04T06:32:30	-2.17
2005-03-04T12:19:30	0.92
2005-03-04T20:21:00	-1.45
2005-03-05T00:47:00	1.09
2005-03-05T07:47:00	-1.67
2005-03-05T14:22:00	0.72
2005-03-05T22:21:00	-1.56
2005-03-06T03:12:30	1.18
2005-03-06T09:46:00	-2.34
2005-03-06T15:17:30	1.05
2005-03-06T22:02:30	-1.82
2005-03-07T04:20:30	1.37
2005-03-07T11:25:00	-2.23
2005-03-07T17:15:00	1.39
