detection,lab_id,latitude,longitude,nuclide_id,salinity,sampdepth,samplabcode,station,temperatur,begperiod,uncertaint,unit_id,activity,samptype_id
=,345,78.85833,-5.9995,28,34.7326,197.9,51,9,1.0671,2022-09-13,5.858681e+07,12,2.4062477e+09,1
=,345,78.85833,-5.9995,28,34.322,148.1,52,9,-0.3549,2022-09-13,9.176999e+07,12,3.7864507e+09,1
=,345,78.85833,-5.9995,28,33.5874,98.9,53,9,-0.8548,2022-09-13,9.64718e+07,12,3.9872573e+09,1
=,345,78.85833,-5.9995,28,31.79,49.7,54,9,-1.5159,2022-09-13,1.0732361e+08,12,4.4374825e+09,1
=,345,78.85833,-5.9995,28,30.9075,24.6,55,9,-1.5719,2022-09-13,1.0385505e+08,12,4.2931983e+09,1
=,345,78.85833,-5.9995,28,29.4647,5.1,56,9,-1.5918,2022-09-13,1.05775256e+08,12,4.3852124e+09,1
=,345,78.83683,-5.1495,28,34.8552,395.5,57,10,0.7964,2022-09-13,4.203136e+07,12,1.7203209e+09,1
=,345,78.83683,-5.1495,28,34.7825,247.3,58,10,0.7265,2022-09-13,4.762252e+07,12,1.9623286e+09,1
=,345,78.83683,-5.1495,28,34.6722,197.8,59,10,0.5285,2022-09-13,6.1716856e+07,12,2.5088911e+09,1
=,345,78.83683,-5.1495,28,34.4251,148.4,60,10,-0.3247,2022-09-13,8.581361e+07,12,3.456142e+09,1
=,345,78.83683,-5.1495,28,33.9385,99.2,61,10,-0.4953,2022-09-13,7.801093e+07,12,3.2180616e+09,1
=,345,78.83683,-5.1495,28,31.9752,49.4,62,10,-1.642,2022-09-13,1.4160826e+08,12,5.86492e+09,1
=,345,78.83683,-5.1495,28,30.8193,24.7,63,10,-1.4935,2022-09-13,1.1838026e+08,12,4.904151e+09,1
=,345,78.83683,-5.1495,28,29.2475,5.0,64,10,-1.5349,2022-09-13,9.777119e+07,12,4.0181253e+09,1
=,345,78.8815,-10.027833,28,34.4141,197.7,65,14,0.0257,2022-09-14,7.14531e+07,12,2.9520753e+09,1
=,345,78.8815,-10.027833,28,33.5924,148.3,66,14,-1.0175,2022-09-14,1.03104696e+08,12,4.2625132e+09,1
=,345,78.8815,-10.027833,28,31.9887,98.8,67,14,-1.5985,2022-09-14,1.049368e+08,12,4.3504737e+09,1
=,345,78.8815,-10.027833,28,31.7395,49.4,68,14,-1.5949,2022-09-14,1.0021283e+08,12,4.1380342e+09,1
=,345,78.8815,-10.027833,28,31.4341,24.7,69,14,-1.2603,2022-09-14,9.891989e+07,12,4.0909023e+09,1
=,345,78.8815,-10.027833,28,29.6695,4.9,70,14,-1.5186,2022-09-14,9.295713e+07,12,3.8495836e+09,1
=,345,78.922165,-3.9645,28,34.8399,395.4,71,17,0.8655,2022-09-16,4.8936576e+07,12,2.0009275e+09,1
=,345,78.922165,-3.9645,28,34.9532,246.7,72,17,2.8479,2022-09-16,5.8240444e+07,12,2.3824817e+09,1
=,345,78.922165,-3.9645,28,34.7823,197.3,73,17,1.8375,2022-09-16,7.151208e+07,12,2.9476004e+09,1
=,345,78.922165,-3.9645,28,34.7584,148.4,74,17,2.7183,2022-09-16,8.286868e+07,12,3.412883e+09,1
=,345,78.922165,-3.9645,28,34.1278,98.8,75,17,0.8271,2022-09-16,1.1440272e+08,12,4.742817e+09,1
=,345,78.922165,-3.9645,28,32.3565,49.4,76,17,-1.6596,2022-09-16,1.6189382e+08,12,6.7059277e+09,1
=,345,78.922165,-3.9645,28,31.0204,24.7,77,17,-1.5072,2022-09-16,1.12124936e+08,12,4.565112e+09,1
=,345,78.922165,-3.9645,28,29.8645,4.9,78,17,-1.5691,2022-09-16,1.10577384e+08,12,4.5787663e+09,1
=,345,78.82767,-1.9521667,28,34.9203,2658.0,79,20,-0.6941,2022-09-17,8.130172e+06,12,1.5922003e+08,1
=,345,78.82767,-1.9521667,28,34.915,2459.0,80,20,-0.7083,2022-09-17,5.946891e+06,12,1.4660107e+08,1
=,345,78.82767,-1.9521667,28,34.9133,2238.8,81,20,-0.699,2022-09-17,6.067753e+06,12,1.8568542e+08,1
=,345,78.82767,-1.9521667,28,34.9117,2018.6,82,20,-0.681,2022-09-17,7.7594845e+06,12,2.3514981e+08,1
=,345,78.82767,-1.9521667,28,34.9138,1798.1,83,20,-0.6112,2022-09-17,1.0535158e+07,12,3.8902083e+08,1
=,345,78.82767,-1.9521667,28,34.9129,1577.2,84,20,-0.5323,2022-09-17,1.5515749e+07,12,5.975041e+08,1
=,345,78.82767,-1.9521667,28,34.9106,1356.5,85,20,-0.4056,2022-09-17,2.3137254e+07,12,9.251407e+08,1
=,345,78.82767,-1.9521667,28,34.9089,1134.8,86,20,-0.2404,2022-09-17,3.1138464e+07,12,1.2677061e+09,1
=,345,78.82767,-1.9521667,28,34.9043,913.2,87,20,0.0207,2022-09-17,3.6097296e+07,12,1.4687283e+09,1
=,345,78.82767,-1.9521667,28,34.902,691.5,88,20,0.5956,2022-09-17,4.3640076e+07,12,1.7970413e+09,1
=,345,78.82767,-1.9521667,28,34.9246,494.2,89,20,1.3855,2022-09-17,4.4319876e+07,12,1.8325423e+09,1
=,345,78.92233,1.003,28,34.9676,247.3,91,21,3.0671,2022-09-17,5.6333748e+07,12,2.3231506e+09,1
=,345,78.92233,1.003,28,34.9992,197.7,92,21,3.5535,2022-09-17,5.2228588e+07,12,2.1601408e+09,1
=,345,78.92233,1.003,28,35.0296,148.3,93,21,4.1456,2022-09-17,4.608974e+07,12,1.9029647e+09,1
=,345,78.92233,1.003,28,35.0275,98.9,94,21,5.0047,2022-09-17,4.973458e+07,12,2.0539453e+09,1
=,345,78.92233,1.003,28,34.4153,49.9,95,21,2.1356,2022-09-17,8.761495e+07,12,3.6421294e+09,1
=,345,78.92233,1.003,28,33.5935,24.8,96,21,3.7847,2022-09-17,9.88783e+07,12,4.1068e+09,1
=,345,78.92233,1.003,28,32.0562,4.8,97,21,-0.8854,2022-09-17,1.2798849e+08,12,5.324594e+09,1
=,345,78.83283,8.0,28,35.0139,395.2,98,22,3.5674,2022-09-18,5.0188656e+07,12,2.0727325e+09,1
=,345,78.83283,8.0,28,35.042,247.5,99,22,4.5644,2022-09-18,4.1377436e+07,12,1.7013117e+09,1
=,345,78.83283,8.0,28,35.0473,198.0,100,22,5.0257,2022-09-18,4.8418556e+07,12,1.9961046e+09,1
=,345,78.83283,8.0,28,35.0454,148.9,101,22,5.513,2022-09-18,4.221405e+07,12,1.7203048e+09,1
=,345,78.83283,8.0,28,35.0539,99.4,102,22,6.2027,2022-09-18,5.4261996e+07,12,2.2409021e+09,1
=,345,78.83283,8.0,28,34.8704,49.4,103,22,6.8793,2022-09-18,9.228818e+07,12,3.8252518e+09,1
=,345,78.83283,8.0,28,34.7927,24.8,104,22,6.6737,2022-09-18,9.5235464e+07,12,3.9629266e+09,1
=,345,78.83283,8.0,28,34.673,4.5,105,22,6.1958,2022-09-18,9.9307304e+07,12,4.1288786e+09,1
=,345,78.83517,-0.0021666666,28,34.8993,396.1,1,36,0.7272,2022-04-23,2.5254852e+07,9,1.4709637e+09,1
=,345,78.83517,-0.0021666666,28,34.8993,396.1,1,36,0.7272,2022-04-23,2.5878906e+07,12,1.5073117e+09,1
=,345,78.83517,-0.0021666666,28,34.9343,248.6,2,36,1.5784,2022-04-23,3.420039e+07,9,1.9905138e+09,1
=,345,78.83517,-0.0021666666,28,34.9343,248.6,2,36,1.5784,2022-04-23,3.504615e+07,12,2.0397384e+09,1
=,345,78.83517,-0.0021666666,28,34.9331,198.5,3,36,1.6488,2022-04-23,3.2697924e+07,9,1.9126342e+09,1
=,345,78.83517,-0.0021666666,28,34.9331,198.5,3,36,1.6488,2022-04-23,3.3506424e+07,12,1.9599267e+09,1
=,345,78.83517,-0.0021666666,28,34.9268,149.3,4,36,1.6703,2022-04-23,3.695343e+07,9,2.1742764e+09,1
=,345,78.83517,-0.0021666666,28,34.9268,149.3,4,36,1.6703,2022-04-23,3.7866896e+07,12,2.228023e+09,1
=,345,78.83517,-0.0021666666,28,34.9312,99.5,5,36,1.8034,2022-04-23,3.4875456e+07,9,2.0462218e+09,1
=,345,78.83517,-0.0021666666,28,34.9312,99.5,5,36,1.8034,2022-04-23,3.573758e+07,12,2.0968046e+09,1
=,345,78.83517,-0.0021666666,28,34.9202,50.2,6,36,2.0582,2022-04-23,3.1454402e+07,9,1.8157736e+09,1
=,345,78.83517,-0.0021666666,28,34.9202,50.2,6,36,2.0582,2022-04-23,3.223162e+07,12,1.8606401e+09,1
=,345,78.83517,-0.0021666666,28,34.7264,24.9,7,36,1.4456,2022-04-23,4.0699108e+07,9,2.3971622e+09,1
=,345,78.83517,-0.0021666666,28,34.7264,24.9,7,36,1.4456,2022-04-23,4.169868e+07,12,2.4560366e+09,1
=,345,78.83517,-0.0021666666,28,34.287,10.2,8,36,-0.4982,2022-04-23,4.210637e+07,9,2.473656e+09,1
=,345,78.83517,-0.0021666666,28,34.287,10.2,8,36,-0.4982,2022-04-23,4.3126376e+07,12,2.5335795e+09,1
=,345,78.83317,-1.0006666,28,34.92,396.1,9,37,1.0984,2022-04-24,3.0208856e+07,9,1.7418756e+09,1
=,345,78.83317,-1.0006666,28,34.92,396.1,9,37,1.0984,2022-04-24,3.0955812e+07,12,1.7849458e+09,1
=,345,78.83317,-1.0006666,28,34.926,248.0,10,37,1.5521,2022-04-24,3.2921436e+07,9,1.9170444e+09,1
=,345,78.83317,-1.0006666,28,34.926,248.0,10,37,1.5521,2022-04-24,3.373537e+07,12,1.9644403e+09,1
=,345,78.83317,-1.0006666,28,34.9161,198.3,11,37,1.5279,2022-04-24,3.51885e+07,9,2.034368e+09,1
=,345,78.83317,-1.0006666,28,34.9161,198.3,11,37,1.5279,2022-04-24,3.6058124e+07,12,2.0846441e+09,1
=,345,78.83317,-1.0006666,28,34.9214,148.8,12,37,1.7488,2022-04-24,3.515373e+07,9,2.0670831e+09,1
=,345,78.83317,-1.0006666,28,34.9214,148.8,12,37,1.7488,2022-04-24,3.6022544e+07,12,2.1181708e+09,1
=,345,78.83317,-1.0006666,28,34.954,99.4,13,37,2.1955,2022-04-24,3.3875956e+07,9,1.9533326e+09,1
=,345,78.83317,-1.0006666,28,34.954,99.4,13,37,2.1955,2022-04-24,3.471397e+07,12,2.0016535e+09,1
=,345,78.83317,-1.0006666,28,34.9238,50.1,14,37,2.0835,2022-04-24,3.9325744e+07,9,2.290611e+09,1
=,345,78.83317,-1.0006666,28,34.9238,50.1,14,37,2.0835,2022-04-24,4.029758e+07,12,2.3472174e+09,1
=,345,78.83317,-1.0006666,28,34.7863,25.3,15,37,1.6272,2022-04-24,3.962537e+07,9,2.323318e+09,1
=,345,78.83317,-1.0006666,28,34.7863,25.3,15,37,1.6272,2022-04-24,4.0600384e+07,12,2.3804854e+09,1
=,345,78.83317,-1.0006666,28,34.4242,10.5,16,37,-0.3616,2022-04-24,4.0203824e+07,9,2.3647112e+09,1
=,345,78.83317,-1.0006666,28,34.4242,10.5,16,37,-0.3616,2022-04-24,4.1181948e+07,12,2.4222426e+09,1
=,345,78.8675,-1.9946667,28,34.9084,2636.3,17,38,-0.699,2022-04-24,2.8351502e+06,9,1.3904139e+08,1
=,345,78.8675,-1.9946667,28,34.9084,2636.3,17,38,-0.699,2022-04-24,2.9055588e+06,12,1.4249437e+08,1
=,345,78.8675,-1.9946667,28,34.8964,987.8,18,38,-0.0653,2022-04-24,2.4548272e+07,9,1.4169654e+09,1
=,345,78.8675,-1.9946667,28,34.8964,987.8,18,38,-0.0653,2022-04-24,2.5155558e+07,12,1.4520188e+09,1
=,345,78.8675,-1.9946667,28,34.8912,741.2,19,38,0.5716,2022-04-24,2.961084e+07,9,1.7238362e+09,1
=,345,78.8675,-1.9946667,28,34.8912,741.2,19,38,0.5716,2022-04-24,3.0342874e+07,12,1.7664525e+09,1
=,345,78.8675,-1.9946667,28,34.9456,396.0,20,38,2.4619,2022-04-24,3.7169092e+07,9,2.1800097e+09,1
=,345,78.8675,-1.9946667,28,34.9456,396.0,20,38,2.4619,2022-04-24,3.8088884e+07,12,2.2339566e+09,1
=,345,78.8675,-1.9946667,28,34.9368,247.5,21,38,2.5412,2022-04-24,3.2617878e+07,9,1.9111826e+09,1
=,345,78.8675,-1.9946667,28,34.9368,247.5,21,38,2.5412,2022-04-24,3.3424578e+07,12,1.9584497e+09,1
=,345,78.8675,-1.9946667,28,34.9091,198.0,22,38,2.342,2022-04-24,3.94826e+07,9,2.3241183e+09,1
=,345,78.8675,-1.9946667,28,34.9091,198.0,22,38,2.342,2022-04-24,4.045814e+07,12,2.3815427e+09,1
=,345,78.8675,-1.9946667,28,34.9001,148.5,23,38,2.3025,2022-04-24,3.0836952e+07,9,1.8247084e+09,1
=,345,78.8675,-1.9946667,28,34.9001,148.5,23,38,2.3025,2022-04-24,3.1598588e+07,12,1.8697765e+09,1
=,345,78.8675,-1.9946667,28,34.9321,99.6,24,38,2.6513,2022-04-24,3.6646972e+07,9,2.1718802e+09,1
=,345,78.8675,-1.9946667,28,34.9321,99.6,24,38,2.6513,2022-04-24,3.755292e+07,12,2.225571e+09,1
=,345,78.8675,-1.9946667,28,34.3709,50.0,25,38,-0.5072,2022-04-24,7.002261e+07,9,4.200708e+09,1
=,345,78.8675,-1.9946667,28,34.3709,50.0,25,38,-0.5072,2022-04-24,7.172353e+07,12,4.3027476e+09,1
=,345,78.8675,-1.9946667,28,34.0862,25.0,26,38,-1.5825,2022-04-24,4.6689892e+07,9,2.775214e+09,1
=,345,78.8675,-1.9946667,28,34.0862,25.0,26,38,-1.5825,2022-04-24,4.7813828e+07,12,2.84202e+09,1
=,345,78.8675,-1.9946667,28,33.8583,9.5,27,38,-1.7775,2022-04-24,7.3937096e+07,9,4.437427e+09,1
=,345,78.8675,-1.9946667,28,33.8583,9.5,27,38,-1.7775,2022-04-24,7.5704024e+07,12,4.5434716e+09,1
=,345,78.86483,-3.0058334,28,34.8513,248.9,28,40,1.383,2022-04-24,3.6583212e+07,9,2.1714038e+09,1
=,345,78.86483,-3.0058334,28,34.8513,248.9,28,40,1.383,2022-04-24,3.7485584e+07,12,2.2249644e+09,1
=,345,78.86483,-3.0058334,28,34.8599,198.6,29,40,1.721,2022-04-24,3.3985304e+07,9,2.015025e+09,1
=,345,78.86483,-3.0058334,28,34.8599,198.6,29,40,1.721,2022-04-24,3.4823748e+07,12,2.0647372e+09,1
=,345,78.86483,-3.0058334,28,34.8428,149.8,30,40,1.9767,2022-04-24,4.031686e+07,9,2.4073626e+09,1
=,345,78.86483,-3.0058334,28,34.8428,149.8,30,40,1.9767,2022-04-24,4.131089e+07,12,2.4667172e+09,1
=,345,78.86483,-3.0058334,28,34.5782,99.3,31,40,0.6364,2022-04-24,4.8559784e+07,9,2.90582e+09,1
=,345,78.86483,-3.0058334,28,34.5782,99.3,31,40,0.6364,2022-04-24,4.9747124e+07,12,2.9768704e+09,1
=,345,78.86483,-3.0058334,28,34.3066,74.7,32,40,-0.3678,2022-04-24,4.8426876e+07,9,2.8998656e+09,1
=,345,78.86483,-3.0058334,28,34.3066,74.7,32,40,-0.3678,2022-04-24,4.960091e+07,12,2.9701686e+09,1
=,345,78.86483,-3.0058334,28,33.7836,25.3,33,40,-1.7175,2022-04-24,6.665948e+07,9,3.9940995e+09,1
=,345,78.86483,-3.0058334,28,33.7836,25.3,33,40,-1.7175,2022-04-24,6.824879e+07,12,4.0893279e+09,1
=,345,78.86483,-3.0058334,28,33.182,15.4,34,40,-1.7739,2022-04-24,7.102453e+07,9,4.2586673e+09,1
=,345,78.86483,-3.0058334,28,33.182,15.4,34,40,-1.7739,2022-04-24,7.268529e+07,12,4.3582474e+09,1
=,345,78.811165,-4.005833,28,34.8929,988.9,35,41,0.1187,2022-04-25,2.7611592e+07,9,1.6280314e+09,1
=,345,78.811165,-4.005833,28,34.8929,988.9,35,41,0.1187,2022-04-25,2.8294596e+07,12,1.6683026e+09,1
=,345,78.811165,-4.005833,28,34.9065,741.3,36,41,0.7922,2022-04-25,2.8044006e+07,9,1.6626738e+09,1
=,345,78.811165,-4.005833,28,34.9065,741.3,36,41,0.7922,2022-04-25,2.8737646e+07,12,1.7037984e+09,1
=,345,78.811165,-4.005833,28,34.8731,397.0,37,41,1.3275,2022-04-25,3.045838e+07,9,1.8056275e+09,1
=,345,78.811165,-4.005833,28,34.8731,397.0,37,41,1.3275,2022-04-25,3.1210416e+07,12,1.8502095e+09,1
=,345,78.811165,-4.005833,28,34.8706,247.8,38,41,1.9719,2022-04-25,3.8104308e+07,9,2.2447675e+09,1
=,345,78.811165,-4.005833,28,34.8706,247.8,38,41,1.9719,2022-04-25,3.9044784e+07,12,2.300172e+09,1
=,345,78.811165,-4.005833,28,34.9029,198.0,39,41,2.5004,2022-04-25,4.161461e+07,9,2.4731712e+09,1
=,345,78.811165,-4.005833,28,34.9029,198.0,39,41,2.5004,2022-04-25,4.264263e+07,12,2.5342674e+09,1
=,345,78.811165,-4.005833,28,34.618,149.6,40,41,0.8164,2022-04-25,5.0833644e+07,9,3.0371863e+09,1
=,345,78.811165,-4.005833,28,34.618,149.6,40,41,0.8164,2022-04-25,5.207825e+07,12,3.1115484e+09,1
=,345,78.811165,-4.005833,28,34.204,100.2,41,41,-1.0332,2022-04-25,7.3701016e+07,9,4.4190684e+09,1
=,345,78.811165,-4.005833,28,34.204,100.2,41,41,-1.0332,2022-04-25,7.548208e+07,12,4.52586e+09,1
=,345,78.811165,-4.005833,28,33.2617,49.8,42,41,-1.7189,2022-04-25,9.653079e+07,9,5.795588e+09,1
=,345,78.811165,-4.005833,28,33.2617,49.8,42,41,-1.7189,2022-04-25,9.8794056e+07,12,5.9314714e+09,1
=,345,78.811165,-4.005833,28,32.7127,24.5,43,41,-1.5832,2022-04-25,6.735981e+07,9,4.027245e+09,1
=,345,78.811165,-4.005833,28,32.7127,24.5,43,41,-1.5832,2022-04-25,6.8910856e+07,12,4.1199777e+09,1
=,345,78.811165,-4.005833,28,31.9755,10.0,44,41,-1.7351,2022-04-25,5.9077144e+07,9,3.5261276e+09,1
=,345,78.811165,-4.005833,28,31.9755,10.0,44,41,-1.7351,2022-04-25,6.040426e+07,12,3.605339e+09,1
=,345,78.8195,-4.9971666,28,34.855,395.4,45,42,1.1369,2022-04-25,3.5015108e+07,9,2.058125e+09,1
=,345,78.8195,-4.9971666,28,34.855,395.4,45,42,1.1369,2022-04-25,3.5879164e+07,12,2.1089129e+09,1
=,345,78.8195,-4.9971666,28,34.8701,247.6,46,42,2.2432,2022-04-25,3.9611356e+07,9,2.364796e+09,1
=,345,78.8195,-4.9971666,28,34.8701,247.6,46,42,2.2432,2022-04-25,4.0588996e+07,12,2.4231608e+09,1
=,345,78.8195,-4.9971666,28,34.6949,197.8,47,42,1.1107,2022-04-25,4.399011e+07,9,2.6245645e+09,1
=,345,78.8195,-4.9971666,28,34.6949,197.8,47,42,1.1107,2022-04-25,4.506985e+07,12,2.688984e+09,1
=,345,78.8195,-4.9971666,28,34.3713,149.2,48,42,-0.3312,2022-04-25,6.0754176e+07,9,3.6321434e+09,1
=,345,78.8195,-4.9971666,28,34.3713,149.2,48,42,-0.3312,2022-04-25,6.2230236e+07,12,3.7203886e+09,1
=,345,78.8195,-4.9971666,28,33.8132,100.2,49,42,-0.7098,2022-04-25,6.0229116e+07,9,3.6015736e+09,1
=,345,78.8195,-4.9971666,28,33.8132,100.2,49,42,-0.7098,2022-04-25,6.1666676e+07,12,3.6875366e+09,1
=,345,78.8195,-4.9971666,28,31.5214,49.8,50,42,-1.695,2022-04-25,5.976683e+07,9,3.5697997e+09,1
=,345,78.8195,-4.9971666,28,31.5214,49.8,50,42,-1.695,2022-04-25,6.1088876e+07,12,3.648764e+09,1
=,345,78.8195,-4.9971666,28,31.5173,25.1,51,42,-1.6967,2022-04-25,5.3133476e+07,9,3.1048712e+09,1
=,345,78.8195,-4.9971666,28,31.5173,25.1,51,42,-1.6967,2022-04-25,5.4308556e+07,12,3.1735373e+09,1
=,345,78.8195,-4.9971666,28,31.5241,9.7,52,42,-1.6651,2022-04-25,4.9207564e+07,9,2.881314e+09,1
=,345,78.8195,-4.9971666,28,31.5241,9.7,52,42,-1.6651,2022-04-25,5.029603e+07,12,2.9450483e+09,1
=,345,78.8335,-5.9961667,28,34.8395,247.7,53,44,2.067,2022-04-25,4.00623e+07,9,2.3465592e+09,1
=,345,78.8335,-5.9961667,28,34.8395,247.7,53,44,2.067,2022-04-25,4.1050156e+07,12,2.4044204e+09,1
=,345,78.8335,-5.9961667,28,34.5794,198.1,54,44,0.3726,2022-04-25,5.0940576e+07,9,2.9943416e+09,1
=,345,78.8335,-5.9961667,28,34.5794,198.1,54,44,0.3726,2022-04-25,5.218641e+07,12,3.0675727e+09,1
=,345,78.8335,-5.9961667,28,34.1746,148.7,55,44,-0.9208,2022-04-25,6.6254612e+07,9,3.8824983e+09,1
=,345,78.8335,-5.9961667,28,34.1746,148.7,55,44,-0.9208,2022-04-25,6.785442e+07,12,3.9762463e+09,1
=,345,78.8335,-5.9961667,28,33.2683,99.5,56,44,-0.9087,2022-04-25,6.077126e+07,9,3.5640092e+09,1
=,345,78.8335,-5.9961667,28,33.2683,99.5,56,44,-0.9087,2022-04-25,6.2196524e+07,12,3.6475958e+09,1
=,345,78.8335,-5.9961667,28,31.5718,49.6,57,44,-1.7079,2022-04-25,5.5265332e+07,9,3.2077857e+09,1
=,345,78.8335,-5.9961667,28,31.5718,49.6,57,44,-1.7079,2022-04-25,5.6489956e+07,12,3.278867e+09,1
=,345,78.8335,-5.9961667,28,31.5497,24.9,58,44,-1.6994,2022-04-25,4.9569376e+07,9,2.8804247e+09,1
=,345,78.8335,-5.9961667,28,31.5497,24.9,58,44,-1.6994,2022-04-25,5.066688e+07,12,2.9441997e+09,1
=,345,78.8335,-5.9961667,28,31.5478,10.1,59,44,-1.702,2022-04-25,5.105905e+07,9,2.9733353e+09,1
=,345,78.8335,-5.9961667,28,31.5478,10.1,59,44,-1.702,2022-04-25,5.218941e+07,12,3.0391598e+09,1
=,345,78.6735,-8.006667,28,34.0936,161.5,60,45,-0.8794,2022-04-26,6.911336e+07,9,4.0687506e+09,1
=,345,78.6735,-8.006667,28,34.0936,161.5,60,45,-0.8794,2022-04-26,7.077797e+07,12,4.1667474e+09,1
=,345,78.6735,-8.006667,28,34.088,148.7,61,45,-0.8809,2022-04-26,6.3375604e+07,9,3.709974e+09,1
=,345,78.6735,-8.006667,28,34.088,148.7,61,45,-0.8809,2022-04-26,6.4901692e+07,12,3.7993103e+09,1
=,345,78.6735,-8.006667,28,33.0862,99.2,62,45,-1.2212,2022-04-26,7.277296e+07,9,4.2770301e+09,1
=,345,78.6735,-8.006667,28,33.0862,99.2,62,45,-1.2212,2022-04-26,7.446962e+07,12,4.3767465e+09,1
=,345,78.6735,-8.006667,28,31.6336,50.1,63,45,-1.7023,2022-04-26,6.2510416e+07,9,3.6677391e+09,1
=,345,78.6735,-8.006667,28,31.6336,50.1,63,45,-1.7023,2022-04-26,6.3898544e+07,12,3.749186e+09,1
=,345,78.6735,-8.006667,28,31.5699,25.2,64,45,-1.7095,2022-04-26,5.262344e+07,9,3.0647537e+09,1
=,345,78.6735,-8.006667,28,31.5699,25.2,64,45,-1.7095,2022-04-26,5.3789372e+07,12,3.1326566e+09,1
=,345,78.6735,-8.006667,28,31.5704,10.5,65,45,-1.6895,2022-04-26,4.133838e+07,9,2.4164744e+09,1
=,345,78.6735,-8.006667,28,31.5704,10.5,65,45,-1.6895,2022-04-26,4.225423e+07,12,2.4700114e+09,1
=,345,78.6735,-8.006667,28,31.5691,5.2,66,45,-1.7021,2022-04-26,3.899171e+07,9,2.276493e+09,1
=,345,78.6735,-8.006667,28,31.5691,5.2,66,45,-1.7021,2022-04-26,3.9855536e+07,12,2.3269263e+09,1
=,345,78.6735,-8.006667,28,31.5681,2.0,67,45,-1.7063,2022-04-26,4.7490824e+07,9,2.7776527e+09,1
=,345,78.6735,-8.006667,28,31.5681,2.0,67,45,-1.7063,2022-04-26,4.854289e+07,12,2.839186e+09,1
=,345,78.83417,-9.002666,28,34.3228,198.4,68,46,-0.1128,2022-04-26,5.111618e+07,9,2.9512282e+09,1
=,345,78.83417,-9.002666,28,34.3228,198.4,68,46,-0.1128,2022-04-26,5.2356336e+07,12,3.0228293e+09,1
=,345,78.83417,-9.002666,28,33.9167,149.1,69,46,-1.367,2022-04-26,7.092243e+07,9,4.167874e+09,1
=,345,78.83417,-9.002666,28,33.9167,149.1,69,46,-1.367,2022-04-26,7.262101e+07,12,4.2676938e+09,1
=,345,78.83417,-9.002666,28,32.5511,99.4,70,46,-1.6257,2022-04-26,7.656685e+07,9,4.502936e+09,1
=,345,78.83417,-9.002666,28,32.5511,99.4,70,46,-1.6257,2022-04-26,7.832076e+07,12,4.6060846e+09,1
=,345,78.83417,-9.002666,28,31.6307,49.8,71,46,-1.7103,2022-04-26,5.8456604e+07,9,3.416669e+09,1
=,345,78.83417,-9.002666,28,31.6307,49.8,71,46,-1.7103,2022-04-26,5.975458e+07,12,3.492533e+09,1
=,345,78.83417,-9.002666,28,31.6139,25.2,72,46,-1.7091,2022-04-26,5.6628084e+07,9,3.3040952e+09,1
=,345,78.83417,-9.002666,28,31.6139,25.2,72,46,-1.7091,2022-04-26,5.7884644e+07,12,3.377412e+09,1
=,345,78.83417,-9.002666,28,31.6192,10.0,73,46,-1.7116,2022-04-26,5.1858788e+07,9,3.0268795e+09,1
=,345,78.83417,-9.002666,28,31.6192,10.0,73,46,-1.7116,2022-04-26,5.300966e+07,12,3.094053e+09,1
=,345,78.8665,-9.992333,28,34.2098,198.2,74,47,-0.3288,2022-04-26,5.4835704e+07,9,3.1944614e+09,1
=,345,78.8665,-9.992333,28,34.2098,198.2,74,47,-0.3288,2022-04-26,5.616138e+07,12,3.271689e+09,1
=,345,78.8665,-9.992333,28,33.621,148.9,75,47,-1.1827,2022-04-26,7.811405e+07,9,4.5944535e+09,1
=,345,78.8665,-9.992333,28,33.621,148.9,75,47,-1.1827,2022-04-26,7.996724e+07,12,4.7034537e+09,1
=,345,78.8665,-9.992333,28,32.037,99.3,76,47,-1.618,2022-04-26,7.215848e+07,9,4.234895e+09,1
=,345,78.8665,-9.992333,28,32.037,99.3,76,47,-1.618,2022-04-26,7.378316e+07,12,4.3302456e+09,1
=,345,78.8665,-9.992333,28,31.849,50.0,77,47,-1.7125,2022-04-26,6.7049932e+07,9,3.9400868e+09,1
=,345,78.8665,-9.992333,28,31.849,50.0,77,47,-1.7125,2022-04-26,6.854986e+07,12,4.028227e+09,1
=,345,78.8665,-9.992333,28,31.7943,24.9,78,47,-1.7046,2022-04-26,7.0127864e+07,9,4.1071977e+09,1
=,345,78.8665,-9.992333,28,31.7943,24.9,78,47,-1.7046,2022-04-26,7.169359e+07,12,4.198898e+09,1
=,345,78.8665,-9.992333,28,31.8,9.4,79,47,-1.7072,2022-04-26,6.931917e+07,9,4.0682988e+09,1
=,345,78.8665,-9.992333,28,31.8,9.4,79,47,-1.7072,2022-04-26,7.086708e+07,12,4.1591447e+09,1
=,345,78.83317,-10.993,28,34.3016,198.6,80,48,-0.0971,2022-04-27,4.980656e+07,9,2.9386565e+09,1
=,345,78.83317,-10.993,28,34.3016,198.6,80,48,-0.0971,2022-04-27,5.1014148e+07,12,3.009906e+09,1
=,345,78.83317,-10.993,28,33.5017,149.2,81,48,-0.9259,2022-04-27,6.918296e+07,9,4.0914396e+09,1
=,345,78.83317,-10.993,28,33.5017,149.2,81,48,-0.9259,2022-04-27,7.0818e+07,12,4.1881352e+09,1
=,345,78.83317,-10.993,28,31.8693,99.7,82,48,-1.716,2022-04-27,7.229651e+07,9,4.2937708e+09,1
